# ^GSPC,^DJI,^TNX,^IXIC,^RUT
-6.993593537961404795e-03,-9.725196003421896634e-03,-5.000254167797260445e-03,-3.729923589427965210e-03,-4.165849943321371651e-03
6.726051635449366121e-03,1.002156783849551293e-02,-5.593162574344835193e-03,9.022587470175973123e-03,7.328337518295575601e-03
1.243385691927401115e-02,1.161749179593030840e-02,2.787560724721139388e-02,1.573645860560191415e-02,4.839626897221493973e-02
1.188294728420773508e-02,6.648481324143563041e-03,1.180800998019430892e-02,1.708428309862914871e-02,5.178657860815424722e-03
-1.192964940197697998e-02,-1.249323650653777311e-02,-6.835740622196083589e-03,-6.363937752409219197e-03,-8.395123579560187163e-03
3.002059279864289793e-03,-1.214582614093813418e-03,8.707480244916441375e-03,4.846013779515650523e-03,-9.974420616587300649e-04
-1.260834776103166542e-02,-9.910629235915130106e-03,8.547525481094277525e-03,-1.666045460210362553e-02,-1.401869959326979692e-02
1.649324225902779311e-03,4.692703188547820044e-03,-6.343449073344969123e-03,2.306987347246203506e-03,1.138618375122900893e-02
-1.361150989740394363e-02,-1.499927325657983423e-02,9.183198737445460655e-03,-9.580805819364683271e-03,-1.258675534042661207e-02
1.210802902096877118e-02,3.398611167505454552e-03,3.574411866967235063e-02,2.192635692340311887e-02,-1.337784230071284138e-03
9.960763834252137614e-05,-3.275144665847896149e-03,-7.602861903584430189e-03,2.269736417272647487e-03,1.942901080729804919e-03
-2.910276817464182552e-03,-9.082567432645935078e-04,2.728019348100790484e-02,-8.653042363861801478e-03,4.031488134080516718e-04
-1.576692146326836436e-02,-1.230564369142242605e-02,1.881819517556111016e-02,-1.983769921528305211e-02,-2.122012006256628752e-02
-5.088987562202405834e-03,2.497082972687872816e-03,2.205826614261664070e-02,-1.564649634144279697e-02,-1.102408982457500283e-02
1.134376130445357948e-03,1.294531454065268048e-03,1.825832727969927283e-04,2.251653492109079776e-03,-1.466640839204259210e-03
7.273725425120367060e-04,-1.418086189917712675e-03,1.225748695407344584e-03,5.591964675708055096e-03,5.844536261170534854e-03
5.218493548466914510e-03,9.583575027441747218e-03,-4.030726410356690569e-03,1.980275098944407012e-03,2.551437653299374123e-02
1.647029582564415269e-03,9.869261950471476530e-03,-3.950879954284257541e-03,-1.115708317586588732e-03,2.150320566682572404e-02
1.392331314962800539e-03,8.747383777438136993e-05,-2.908487219380134076e-02,5.039960334511613300e-03,-3.539272156284019571e-03
9.854816472034219621e-03,1.472843840371622359e-02,-1.112277417509153002e-02,9.040924806107955222e-03,1.766719967744816849e-02
7.546964108642160128e-03,6.663818985442633049e-03,9.042264135656251367e-03,7.062229777071218732e-03,1.095915613020307690e-02
1.165917779024744491e-03,-1.761474963079085083e-03,-2.018098023973633262e-03,3.005581090811111026e-03,1.135103227829998944e-03
-3.937238057131696098e-03,-4.587236786061873323e-03,9.832570953643144165e-03,-3.673252712244522589e-03,-8.849848999321098530e-03
-4.578949376657152209e-03,-3.025275873733464390e-04,-9.959488493980416315e-03,-5.926292545987798914e-03,-5.461440003587027942e-03
-1.280664150042944366e-03,-4.246936874040413597e-03,3.698270603188341752e-03,2.252900055780398050e-03,7.953811746006927974e-03
6.315026544309896260e-03,1.440973650338668675e-03,-1.500130478512485838e-03,1.188229651749795994e-02,1.216255318109424853e-02
1.034173917785131611e-02,6.018738137146997791e-03,-8.983972035463866010e-03,1.583574662389125934e-02,1.168319863291675254e-03
-2.845556456916341955e-04,1.704533563637476799e-03,1.694379059822259323e-02,-1.977315773969283083e-03,4.431788699486302954e-03
-1.433017220530583783e-03,8.406495891214275928e-04,1.133164849724844873e-02,-1.005603078509220271e-03,2.912007197575746005e-03
-1.166759059072990448e-02,-7.564360635961110170e-03,1.567576504971776585e-02,-1.245119462045117184e-02,-3.600733027402759374e-03
1.468808659630847259e-02,1.026152644941480917e-02,-2.234194317895408025e-02,2.502786986034456415e-02,2.395420051304402581e-02
1.212877693421563277e-02,9.673372961050896376e-03,-1.327117040017486080e-02,1.280288266086094390e-02,2.110230021837708470e-02
2.812910313121127614e-03,9.287089097225872860e-04,-1.053010015894301936e-04,9.220541894273473482e-03,2.449970817582298663e-02
1.671558543278056988e-02,8.218031380051090198e-03,-7.708386481730653862e-04,2.527253397296297041e-02,2.807163836296230550e-02
-1.538090383101835615e-04,7.923458716572576860e-03,2.632889678756523272e-02,-6.057028048166250393e-03,-2.778786427746670219e-03
-2.303823547355142790e-02,-1.491718841521948342e-02,-2.681974139298215487e-02,-3.530033948021427809e-02,-2.639821782065420591e-02
-2.107454672131736911e-03,4.695843451783757866e-03,-4.559180302546795432e-02,-1.176369489126257231e-02,-8.860297448114895502e-03
2.353281085317468838e-03,3.501473410318873235e-03,-8.776064262622457288e-04,4.497974932866816850e-03,4.002246864615612715e-03
1.647310636304742323e-03,3.153326144481463709e-04,2.878590683244518569e-03,2.910416674778278697e-03,-1.363832657135388140e-03
2.355627199549788480e-03,3.323050008370498007e-03,1.451073074692250421e-02,2.658751845916030795e-03,3.175423669252541107e-03
-2.659987826924049142e-03,6.367293338515953981e-04,-6.109491196822322209e-03,-8.517030179508786394e-03,7.082946266300849981e-03
-7.535165061142386211e-03,-6.825635376748587224e-03,3.677802009692881895e-03,-1.275632689647547904e-02,-7.678861723251236178e-03
4.920830596664886938e-04,-2.532329226298566955e-03,-4.770561823353756253e-03,6.149734297452825842e-03,-2.729541442636476342e-03
4.027623517133694514e-03,3.083856011709161255e-03,-5.173376186229635548e-02,1.185017142066802261e-02,2.307795323532420284e-02
-2.166456998463079774e-03,-2.393072002659235673e-03,-4.560389999387390965e-04,-6.991622245771539909e-04,-4.181674436801704857e-03
-9.325708427744735726e-03,-4.732090100839054549e-03,3.888503258683118080e-02,-1.189404467943664008e-02,-1.055515902809996652e-02
1.159218793431464334e-02,1.025979376739838758e-02,-4.886511267726634331e-04,1.977745061234561716e-02,1.452125424576670813e-02
4.234558125235958134e-03,1.664067843666743648e-03,-5.753731936287831764e-03,4.732020858952652904e-03,7.006371149789112490e-03
-1.221009714153251970e-02,-1.085680099193866988e-02,8.952518982532620823e-03,-9.454787343893262044e-03,-1.587742544699782821e-02
5.783871561882594596e-03,7.969657918925477161e-03,-2.491354851164554948e-03,2.110084307993019895e-03,1.036928106205801427e-02
-2.199849144348532074e-03,-1.145299415507861854e-03,1.190146789030932864e-02,-2.795717473395908925e-03,-6.393231298189035183e-03
-6.177529951803094202e-04,5.827274162904759469e-03,-1.563869177035498090e-02,-5.611696242684600933e-03,-1.477450549756463040e-02
8.914248260103889432e-03,1.530527293542004782e-03,-5.356897602813913591e-03,1.967739374637882122e-02,3.029858358443268847e-03
1.041386743819928962e-02,4.009724291598223966e-03,2.835678055927858682e-02,1.706646693303461373e-02,1.605040076615065056e-03
4.477212452070256608e-03,1.284015732727424855e-03,-1.943265110826465983e-02,5.942515806642029857e-03,2.011231260722750724e-03
-4.419394748076277022e-04,2.966517054468019617e-03,-7.908300720608307452e-03,4.792430415594895252e-05,3.374094200886917569e-03
9.243718434630534197e-04,1.735596372886409903e-04,1.101579605723389602e-02,1.786281095559332389e-03,-1.294788440042469665e-02
7.992849468995857562e-03,6.361776405980402484e-03,-8.023635229690927184e-03,1.127745334167160399e-02,1.219356086359717380e-02
1.002261198461245435e-03,-1.134889150896883784e-03,9.297269452144997157e-03,2.569823444802332713e-03,-1.813773253023345453e-02
2.384606659440814452e-04,2.601206182383391814e-04,-6.894369784349955663e-03,3.128714283625857930e-03,1.600266339443196786e-03
7.466290390425950677e-03,1.612342310720287072e-04,3.841729350754220264e-03,1.588447904397280452e-02,-1.110111862174046476e-02
1.426280539875521454e-02,1.162268661999632698e-02,-3.788255702000850600e-03,1.759583564176626577e-02,6.343692561793718918e-03
6.984995652894119764e-03,-1.558909518998126843e-03,4.069398058855132685e-03,1.049945737842527919e-02,8.701223158544733882e-03
2.690950160191695091e-03,6.800414689978884208e-04,2.541984518322677397e-02,3.915214241299698299e-03,6.401485087626533795e-03
7.416602706527625904e-03,2.084731483348593178e-03,-3.814091955637579842e-03,8.410682982489149986e-03,1.678857766875404417e-02
1.014687671694080966e-02,9.949750124261153711e-03,-1.576274860310894824e-02,1.125933749868144630e-02,5.455088484044262435e-03
9.429582744472985801e-05,6.895818815103527599e-04,1.928665021988682339e-03,-8.580851455135717542e-04,1.130932877109654296e-03
2.181240134037125238e-03,6.064752912233749987e-03,8.807387721350850435e-03,-2.176469496733566926e-03,2.854514604533650406e-03
-8.381695518170124634e-03,-8.574697561855944630e-03,-1.131907068111857179e-02,-9.558072961344929799e-03,-8.325705589106262988e-03
-2.701625368681331157e-03,-3.600120542428959011e-03,-9.038098292513233739e-03,-7.555657418434080265e-04,1.042463664086850511e-02
-6.366073269880802472e-04,2.977758098855040527e-03,1.241768989031589478e-02,-2.181337630509250919e-03,9.658202684978722460e-03
4.253142813747344368e-03,3.069999765491250587e-03,-2.991636430152607926e-02,3.916519612558585703e-03,1.090602443463241020e-02
-1.472190136877122614e-02,-1.079621616128447620e-02,-5.788911183943671809e-03,-1.676157294892376831e-02,-8.305051483574417415e-03
-1.568923256367334759e-03,1.266475602297475111e-03,2.865332915291590732e-02,-3.345259147591662149e-03,1.045456375176223238e-02
-2.546083967278280676e-03,1.459770569904482104e-03,2.700212941278539239e-02,-8.342994598106551543e-03,1.228272669280404752e-02
-1.567276873060100603e-03,8.329334372708844343e-04,3.946113083908907998e-02,-5.185745082853728503e-03,-7.916925214768151184e-03
5.798296989625321453e-03,6.592661076270054168e-03,-1.553256810198361433e-02,5.487744524650254793e-03,1.091757101134329354e-02
8.963840150349851321e-03,1.071582957899788052e-02,-9.516030894955068362e-03,6.281752580712200371e-03,2.712991300507267001e-02
-7.039400177381384231e-03,-4.906663227492406333e-03,1.492319059970865190e-02,-1.152518312848944439e-02,-3.182776814015923772e-02
-8.762971773031468306e-03,-8.068467805786886174e-03,-1.078512507368896943e-02,-1.244292125484173714e-02,-8.000465336067172362e-03
-3.681025793489886848e-04,-5.294184273745072356e-04,-1.455549592465090435e-02,1.460920262131108803e-03,1.050174467996060760e-04
5.350617752718834531e-03,4.205502114233598127e-03,-1.464922672967693996e-02,6.527172919442727171e-03,-2.668308163865170876e-03
8.016738941174550437e-03,4.031929049132036182e-03,-1.104410766934216075e-02,1.389223122097263917e-02,2.412804912183278208e-02
1.422888472286352795e-03,-2.201528092475907913e-03,-8.047266344451289508e-03,5.881039876302477862e-03,5.883268978227903720e-03
8.786539496426118423e-03,3.493563413483293488e-03,7.308585116607826081e-03,1.189897452534133954e-02,1.751273856381132393e-02
-1.976820893688282024e-03,-4.190633551485756399e-03,8.394357633349338113e-03,1.049311454586275344e-03,-2.526797442729848773e-03
1.127680746913146438e-02,6.439924272961447364e-03,-2.975993517027495511e-02,1.879511673623041751e-02,1.952887660681135520e-02
-1.672568101025213080e-03,-1.123810616804422208e-02,4.240533311435864400e-03,3.335814016488936832e-03,-7.771026247347260184e-03
-2.037393299732015006e-03,1.199338479314525016e-03,1.956328604879169208e-02,-6.101859606690969440e-03,-2.656212581741175874e-03
1.185093301830375534e-02,1.131730041599089513e-02,-5.643236913890462697e-03,1.451263837612414356e-02,2.488548276520095512e-02
-9.465114693674252754e-04,-1.086298684642584243e-03,2.170169410246173755e-02,1.225555039782088781e-03,-1.227717682465506895e-02
-4.570331243974583985e-03,1.265460699433980829e-04,-9.420666942347520612e-03,-1.162503941158891593e-02,-3.300708165888542774e-03
1.216773133780871784e-02,1.178129286616120576e-02,2.028012429624518817e-02,1.476395373675860531e-02,1.265199293531478995e-02
7.566306561551563135e-03,4.523527187120961364e-03,1.862995356352672993e-02,1.226078281405732114e-02,-3.161356466351363925e-03
-3.064142754633271837e-03,9.532676098509110284e-04,3.135279388110927008e-03,-1.090622452128764582e-02,6.184423138086160218e-03
5.197529436439760411e-03,3.306641832144064947e-03,1.176500162062412563e-02,1.091599294160666526e-02,1.039782025018879362e-02
3.866841433477873589e-03,-2.431772442882874539e-04,2.279131806530546728e-02,1.002455373242521972e-02,6.330851234765606447e-03
6.306505718585563892e-03,-3.805413919526073343e-04,1.098912391593118848e-02,1.528616316053573593e-02,-2.722049738262338238e-03
-2.570837420684977601e-02,-1.583849572267594444e-02,9.214192279673211194e-03,-2.942821672920865189e-02,-1.591587481294696668e-02
1.033906116069052521e-02,6.251666709894103911e-03,-9.463018864480055373e-03,1.461401187188100456e-02,1.639242693838863230e-02
-1.170064488538977328e-02,-3.165792646751949043e-03,1.678145667114843559e-02,-1.675606042636014134e-02,-1.794896699624391051e-02
6.406218890956059779e-03,6.490694719155503355e-03,2.051443745251446335e-02,2.129835978725376413e-03,2.700438661395031248e-02
-1.787462508129929054e-04,-2.533742597074643051e-03,-8.092448511307642409e-03,1.783864209373637374e-03,-1.366762801388942024e-02
-6.583535299328478405e-03,-6.861705901574657873e-03,-7.981611320049406683e-03,-6.058172688910189001e-03,-8.791260399709443021e-03
3.931606626540787817e-03,-2.546019713190063490e-03,-8.310973876300002325e-03,1.155141365448266594e-02,4.596215218849520820e-03
-1.664103124573119942e-03,-5.005650582481082841e-04,-3.790032774745632268e-03,-3.233255995888718913e-04,-2.199851773826584991e-02
-1.915134681918704532e-04,-9.786189506434930709e-04,6.291949987197058280e-03,-1.149737143370444057e-03,-2.113079991476076065e-03
2.844836179487825970e-03,-2.532770966065938777e-03,-1.059558783663439897e-02,1.412975911349624233e-02,-5.046518448278590951e-04
1.758563239610846235e-03,3.492781755515443967e-03,1.174099879771593226e-02,3.868396453711651656e-03,3.963360723088871847e-04
6.305455974034893281e-03,-3.550630930338064331e-03,1.937381937589016580e-03,1.759634842762320545e-02,1.805834294843723306e-03
5.010482460254048545e-03,2.235473426463798711e-03,-5.774284430285252928e-03,8.910965856989094130e-03,4.403460176737284196e-03
-2.893402011814958513e-03,2.011967040814585574e-03,2.033453069400514845e-02,-1.205432263326208613e-02,-7.346701853092625807e-03
2.251512800904289374e-02,1.646670185601424932e-02,-5.591817818932501467e-03,2.645226404251087293e-02,1.727232883536277894e-02
-2.507495758522929573e-03,-5.860434611196178173e-03,-6.035716414043224183e-03,-3.205024889381534892e-03,-6.720621973172945414e-03
-1.964005727942308432e-03,-7.571974798149020379e-03,1.541944894751703238e-02,2.664315631408663634e-03,-2.068379132261800001e-03
-1.158385906957526933e-02,-9.765973811380845165e-03,-2.923815951076292555e-03,-1.796749863385489407e-02,-8.407157576808106658e-03
5.231838004375663834e-03,-7.358411530016806083e-03,2.721152493761172866e-02,1.640047942271623954e-02,-9.282149206767099925e-03
2.285303856410677778e-02,2.125013127607115748e-02,1.548248013212864121e-02,2.458740507347697071e-02,3.534252914176099630e-02
8.248256642403436686e-03,8.836140098676160265e-03,8.356706098831167412e-03,1.011616831480830793e-02,5.589064610697594415e-03
-1.848146510792076508e-02,-1.791735166885828276e-02,6.915062651398571833e-03,-2.045828558080275625e-02,-3.014093475154156973e-02
2.825322860108350764e-03,8.155550439717171654e-03,7.046589689482952307e-03,3.327662231219088908e-03,9.089119132611707744e-03
5.645703626254451254e-03,3.493488952660651209e-03,9.045792951925014924e-03,6.186645675604980979e-03,1.049369395776941251e-02
1.030772804444727610e-02,3.241132262627764021e-03,6.190190641427615811e-03,1.357732758637400158e-02,9.666665144960321157e-03
3.110881714724608293e-03,5.893596326394578977e-03,3.493373305326522710e-02,1.664981523846172443e-03,3.047360844247178069e-03
6.418523562997735868e-03,5.831587402681194868e-03,-9.901165831096113770e-03,1.020411413571161927e-02,1.875556779689319803e-02
1.017057577017917852e-02,1.042262984160416926e-02,4.634926828833589368e-04,1.347228042853288246e-02,1.746862233493356314e-02
-4.577370651683875143e-03,-2.576709657574186452e-03,-2.398683275967528322e-03,-2.644818870784387040e-03,-4.044033316298976423e-03
4.094491759929410647e-03,3.853412476179143495e-03,-1.419217524341406279e-02,4.661360431519676571e-03,3.020942648396108925e-03
2.214152653064968104e-05,-5.941077059711012513e-03,2.250646006995922488e-02,3.818199104122876105e-03,3.814206830841767237e-04
-1.576250396729081404e-02,-1.500418846911102250e-02,-2.612395454644302409e-02,-1.637180256330426908e-02,-2.004570030705183498e-02
-1.562609505463360970e-02,-9.772977609318292402e-03,1.177687344537204674e-02,-1.902501572626242449e-02,-1.032827045081696413e-02
-5.887565143206638157e-04,-1.481187467316943084e-04,-7.840413784557411295e-03,-4.162748978272101316e-03,-4.775779934386434507e-03
-6.140319798158316335e-03,-3.164769031671361716e-03,-4.282504757736637670e-04,-7.867683163790438125e-03,-1.439559524107200499e-02
-1.560254609183225633e-03,-3.831247565946912896e-03,4.047994442734415693e-02,2.049546155969734704e-03,-1.720765893176312913e-02
-9.342336222134119497e-05,-1.387227848361409542e-03,-3.326474878630753060e-03,2.481725780419090192e-03,-1.483671585816592059e-02
2.645221703900858291e-03,5.266810911955990999e-03,-3.781593143359476827e-02,9.251800677575194864e-04,4.078956555997035639e-03
-3.185652411934736944e-03,-4.908423721451589741e-03,2.957798938434142919e-02,-5.923533186831073973e-03,-1.480213037451687079e-02
1.928288246499952271e-02,1.893391617445063652e-02,3.957229947436558676e-02,2.151199544235014860e-02,1.615299210985969569e-02
-1.158164615052748210e-02,-2.825973205288419363e-03,-9.124707342092288655e-04,-1.624591834730772233e-02,-5.515909499376518699e-03
2.207506520408465678e-02,1.396594305909734657e-02,4.793485960008841626e-03,3.012147372496533707e-02,2.788785763183289010e-02
6.974127201847590829e-03,8.502172433111110676e-04,1.237234516685840023e-02,1.048494326982007778e-02,2.405346466039069361e-03
7.374045977914287604e-04,2.469701609812451006e-04,-3.770227397335623298e-03,-1.950306182843912712e-03,-9.828675217312889296e-04
-1.102468361220242847e-03,2.647291809532966778e-04,-1.389286624979315862e-02,-1.818347494153878512e-03,2.470885110140476522e-03
-1.601503204965192603e-03,-1.146209673960734473e-03,-6.900212701978601301e-03,-3.406538005886322325e-04,-2.275376280427325853e-03
-1.145720176074874370e-02,-8.268637496265992398e-03,2.150838166963293593e-02,-1.223460926508117275e-02,-1.562619304035832782e-02
4.616638282524967996e-03,5.207295480039090749e-03,1.378698545480433989e-02,6.129747726922810634e-03,-3.927320324569563703e-03
2.497262403458353191e-03,4.336823784272541074e-03,-1.588629957400611997e-02,-9.921494539069253965e-04,9.792754029643243457e-03
-5.253355727774711506e-03,-1.920743186587909983e-03,-2.966646679363703701e-02,-4.147230477447610107e-03,-1.599664446155756037e-02
1.038481881468651712e-03,-2.999422507481663532e-04,-2.317436750352160763e-02,4.495128547722233164e-03,1.244020659665140242e-02
-2.317126816892415772e-03,-5.780919004180385887e-03,2.866525802111699259e-02,-1.137663970634925428e-03,-4.167110429868256354e-03
-1.560783106511974853e-03,-5.402995599130728382e-03,-6.022026235579330984e-03,-2.976030241323411075e-04,1.139575203479804497e-03
1.941489062460219741e-03,6.650233059602797710e-03,5.321612289840508235e-03,-3.337628793529123523e-04,1.045187799444446085e-02
-2.773158459782320683e-03,-6.724841107434676238e-03,3.464274512576453764e-03,-4.393887404145967526e-03,-8.079375737470717925e-03
1.254515000456553732e-03,-1.139885274892254129e-03,2.721449930442539772e-02,2.487055337061495636e-03,-1.756042641463152483e-04
5.803995704477434882e-03,1.070779540438227592e-03,5.709247305647575585e-03,1.255963651621076239e-02,1.016711306723413859e-02
-1.689212505217740955e-03,-3.773531854332777807e-03,1.590034345032141291e-02,-1.963906026060633107e-04,8.033376352417700983e-03
1.148173838923911838e-02,6.136438415426820683e-03,-7.182068096460719406e-03,1.646919556574163654e-02,2.101596419917043518e-02
4.480455405793054373e-04,-3.726493278097681161e-04,1.168790435137246134e-02,3.793310141936047375e-04,7.003088504447791893e-03
2.776612893982398876e-03,4.331381252117869583e-03,8.141317443109920629e-03,-2.961639909676559734e-04,8.470485340750229936e-03
8.769661408129229190e-04,-3.092576046318333809e-03,1.696509920984501027e-02,4.957625984508775077e-03,-7.539448995888514693e-03
2.357457161819337312e-03,2.378460816892508708e-03,3.498610727078525079e-02,2.901775323203516135e-03,7.002590345294392414e-03
9.045180231883816506e-04,7.201162453028542298e-05,2.675889699865813612e-02,2.342656474545711139e-03,2.533415294669959239e-03
1.038435406665269220e-02,4.696570027387494788e-03,-1.236485198354581733e-02,1.386737846425107300e-02,-2.096664892420200925e-03
8.982395956736763387e-03,4.262562989837257420e-03,2.736180863610184963e-02,1.254289486142237849e-02,1.151776307889109362e-03
5.748047317581572203e-03,6.856440039841715101e-03,6.524634098870918907e-03,2.647997023380614743e-03,1.364044209899182257e-02
1.063631695954311970e-03,3.647695286506491986e-03,2.224318682331639582e-02,-3.037933600778194160e-03,-1.674569196229964670e-03
1.873717865396713755e-02,1.411811433991685440e-02,3.578971472476023125e-02,2.535288204956614652e-02,1.937939460729829616e-02
1.595400975766591298e-03,-3.241101130731519064e-03,1.332984045064186489e-02,3.949803737879425958e-03,-1.053549446765463839e-02
1.184464269838328421e-02,4.122923071073353492e-03,-2.955453142986304294e-02,1.770624059425460889e-02,1.164267883146036242e-02
6.424716572295646223e-03,1.454588709969966429e-03,1.402089396692100462e-02,1.125969858400002223e-02,2.101577735130523775e-02
-5.472926777848601855e-03,-1.510111552053215603e-03,9.535663820323584229e-04,-5.795129065408821147e-03,-1.340285154133703501e-03
4.092134563999494552e-03,2.369816172401411573e-03,5.507584662075861413e-03,7.524417906473779109e-03,6.565538703975592333e-03
-2.815109776609500767e-03,3.717051696348448058e-04,8.799374923864644940e-03,-7.919234938105769103e-03,4.463521572500191159e-03
3.398912523087481343e-03,-2.349386381200706600e-03,-9.436930463607559952e-03,1.248401771886436737e-02,-1.092030153117215172e-02
5.873853903022968961e-03,3.306942920730567958e-03,-5.172887338802599835e-03,4.756443202994900359e-03,2.497331997073035451e-03
-2.079492731819451343e-04,-4.136477472268240956e-04,-6.947153736494882407e-04,-2.702038511059488488e-03,2.553480217037118211e-03
1.723827025837193494e-02,1.256095989187649975e-02,9.646611891952438372e-03,2.473616138753582591e-02,9.001622114614766385e-03
-1.946801932104647113e-03,-2.325326812263180717e-03,6.598255350262149065e-04,-4.246483161138465100e-03,-5.175406216409546983e-03
4.234564937724639815e-03,3.839499981064930373e-03,-1.537447345175190459e-02,5.289356705803626747e-03,2.443812802634609017e-03
-1.673043242922100330e-03,-4.073604036343778448e-03,9.379010068592123425e-03,-1.806443870008948805e-03,-5.426117229451896985e-03
-1.232746232515460503e-03,-9.052411001520813865e-04,2.558655330446333101e-02,-7.718273099545472664e-04,3.849596876891766932e-03
1.595561191608325024e-03,7.932442762961539051e-03,1.174791167699021713e-02,-2.176535204369291297e-03,8.494929321517401266e-03
1.188670241154380844e-02,5.265160045313409774e-03,-1.213082418285444351e-02,1.714415667567650500e-02,4.455875924172331311e-03
2.389069989838400222e-03,2.003608218947702455e-03,-8.038529187605994095e-03,1.548777560897195323e-03,1.892579371637083873e-03
4.489522365861718656e-03,8.126910318408122127e-03,2.533848298121912576e-02,2.449444601339034397e-03,1.529730578795993230e-02
-1.851099088095074438e-02,-1.509154667243305277e-02,-1.964483568364401925e-03,-2.432608202079271018e-02,-2.405718114178139605e-02
1.109716415602557404e-02,1.430459358978584776e-02,1.058645279111874137e-02,1.248980963406782704e-02,1.326390773362570892e-02
-9.394501371059906306e-03,-1.007347424471110274e-02,4.870002875846222816e-03,-1.482303581852617569e-02,-9.971511404234386158e-03
7.188065458567644353e-03,9.321828128762053856e-03,1.061202260976701686e-02,9.445317377143954904e-03,4.953599001835368165e-03
-4.737806664168778790e-03,1.769065051963663628e-03,-6.429483348819620483e-03,-9.624710158545959210e-03,-4.703011300612991094e-03
2.354605895354218784e-03,-1.415614848830974194e-03,-9.894859324739367981e-03,5.930544155182989122e-03,-1.265934562672600509e-02
9.058247975250527861e-04,-7.142507415996585465e-03,-6.386137633310793628e-03,3.543362227763558001e-03,-1.370871301305552625e-02
1.177815206641112146e-02,1.035181142967434194e-02,1.099612399830917318e-02,1.595868115140796489e-02,1.021939517360274767e-02
-1.818463038124747133e-02,-1.995708896509764546e-02,5.785440159817656705e-03,-1.767290753718031224e-02,-3.138412188035141076e-02
-9.447940894530137620e-03,-2.996728451059795136e-03,0.000000000000000000e+00,-1.625104448141535471e-02,-1.897372356931491255e-02
