# ^GSPC,^DJI,^TNX,^IXIC,^RUT
1.606029761191249058e-03,2.371750698803133737e-04,-4.722651607393949826e-03,6.314062989007587258e-03,8.861350043929604138e-04
-8.553063866364504081e-03,1.461603342923875398e-03,1.961576440024672546e-02,-1.849170368327730796e-02,-7.686360636965781923e-03
-1.926070649327735239e-03,-2.481275201614649255e-03,6.554260349609041490e-03,1.498519112963224193e-04,-1.968632251938552593e-03
1.249575498857360533e-03,7.607104775944359062e-03,-2.114833466855312212e-03,-2.043048422345945976e-03,1.093490466284940260e-02
5.889524653013549632e-03,6.960049000069416965e-03,-1.233374234325270054e-02,3.005047056637036047e-03,1.051099519913545853e-02
9.687627825561923381e-03,8.930288293109699474e-03,-1.762093220415224953e-02,4.472245408598512356e-03,1.199996174359277759e-02
-3.106555927585967665e-03,-5.748716112534807930e-03,1.200561310208895019e-02,-3.400404376576196758e-04,-4.612098620513690149e-03
-9.487810148902776561e-03,-3.765864903639791744e-03,2.151337981823733467e-02,-1.680934155970314689e-02,-1.209982043835192318e-02
2.460493013957848235e-04,-1.017089532189827030e-03,-4.471701713957856286e-04,3.159117900557384655e-03,3.020747130256790005e-03
1.149152844941422717e-02,1.265182079843370222e-02,-2.285210475057115886e-02,1.640103152912311896e-03,1.341150075559261086e-02
1.228515189278628524e-02,5.549941937805714237e-03,5.545275920752255156e-04,1.150454244427254538e-02,1.267147655933932061e-02
3.921980278313197399e-03,1.945395924380756121e-03,3.848298843906158145e-02,7.098620301104984626e-03,9.088658348285547431e-03
1.669431117929453178e-03,1.216595910155515410e-03,-5.140899033268801765e-03,4.518804382375053025e-03,3.210209643983053841e-03
-2.051311688633836172e-02,-2.248881309898919864e-02,4.048272579899563767e-02,-2.194055306174851755e-02,-3.680608823075208480e-02
-1.597591762672471820e-03,5.024793811506476221e-03,1.038415727695841950e-02,-7.370178085463007997e-03,4.086860095027915218e-05
5.907746151811747379e-04,-7.951963836718639947e-04,-7.924993398432458869e-04,3.702272831200731449e-03,-3.635099177267305578e-03
-1.048057876576623595e-03,3.317954618942200572e-03,3.838994344521267504e-03,-4.238017362967084513e-03,5.154885460258453421e-03
-7.317022846609107754e-03,-6.540994885432105735e-03,1.793943844867977935e-02,-9.800412457894909155e-03,-1.092102023411858740e-02
2.164461649869178772e-03,5.517238026384564502e-03,-4.273652117772142912e-03,7.029061055430472788e-04,3.033241023521173179e-03
-7.558457819664523951e-03,-7.728461050871788390e-03,1.963896899720404821e-02,-8.267734543823259535e-03,-1.511958586657934436e-02
1.739510672616044777e-03,3.315947877305443648e-03,-2.113263266148247312e-03,1.899255369157320898e-03,3.059848548259255265e-03
9.508927271169188150e-03,1.407228560160019362e-02,-1.226046228824925755e-02,3.093775912700723481e-04,1.639221006872729203e-02
6.040800041345481758e-04,5.515398177793433103e-03,-9.068912653703294991e-04,-1.221948163677590840e-03,-2.757084632998076188e-03
-3.200542015603290592e-03,-7.142849434541488456e-03,9.169451847896964783e-03,1.444216796699925986e-03,-1.104319299264908474e-02
3.450064026576822856e-03,3.019134573286208576e-03,-7.707270573157690152e-03,4.795066874456959706e-03,2.375484034944959875e-03
-2.800720051343175837e-03,-6.947631021534865156e-03,8.769353988687623655e-03,2.347272899347519273e-03,-1.092231429840780609e-02
1.544345628227988994e-02,2.198883874370598495e-03,-3.323846763112789371e-02,1.897452606459506738e-02,-1.475348092950753238e-03
-1.573900696910882774e-02,-1.079675765224732444e-02,3.286043350607496111e-02,-2.344290975648063644e-02,-2.129554862427416456e-02
3.421615769710003013e-03,3.090136252205138989e-03,5.283681711844711790e-03,4.615208120544184861e-03,7.003885811989111858e-03
4.909343409247793869e-05,-6.142871019636199836e-04,0.000000000000000000e+00,2.389690556267848494e-03,3.827443663214083946e-04
1.608629236055103551e-02,3.139891473133933630e-03,-3.748488623824566129e-02,1.709998774189035869e-02,9.752293415327685858e-03
7.578224588625482282e-03,5.266855311744574573e-03,-8.090481985367877632e-03,7.790884919863530489e-03,2.218540719133211929e-03
1.060143688140752043e-02,1.910451281199295262e-02,-1.950175439539265573e-02,-3.345862297879401495e-03,1.456755599301763973e-02
-1.913694430908752546e-03,4.395497014279890584e-03,8.771294245432867398e-03,-7.947284507929672920e-03,4.463469341780363850e-03
7.474958145665871155e-03,1.042588654764277541e-02,3.843079822568707272e-03,1.580490262251066369e-02,-2.759554489469814506e-03
5.229640517937358610e-03,6.763043490567681578e-04,-1.047278541957688373e-02,1.348288404746944731e-02,6.093319624269161357e-03
7.431085428222630566e-03,3.846295638060789543e-03,-1.347980978906869118e-02,9.021256093183967553e-03,6.739119478584618995e-03
5.719320818978252362e-03,5.615182166132244926e-03,-3.842528608331821551e-03,4.416798430038977076e-03,1.462156220917366044e-02
-1.156308584715733112e-02,-8.283863157124610882e-03,2.544013752646005072e-02,-1.621979461394767313e-02,-1.267306554659915381e-02
-1.471170722245602504e-02,-1.263346911240077752e-02,2.917796522611070670e-02,-1.870237612558226306e-02,-7.319227409147240591e-03
-1.725826687485081112e-02,-1.526516033324969678e-02,3.492769268021503337e-02,-2.257724171436871485e-02,-2.528598096243475299e-02
-1.401717749467114305e-02,-1.084591610174968739e-02,2.804007786310074024e-02,-1.816840181453649103e-02,-1.574016874038988711e-02
-1.162196110211822196e-02,-8.496139271821081043e-03,2.327049197012352397e-02,-1.627835745669839462e-02,-1.118345512573950401e-02
-2.074574886527777440e-03,1.385832368703951304e-03,7.309334034377088646e-03,-2.469142680711230563e-03,-4.929708142867265420e-03
3.834489744064146621e-03,2.946891594712034920e-03,-7.994684399808708875e-03,5.625931286517191730e-03,6.906150828791985351e-03
1.201559275364426013e-02,1.317213479543376080e-02,-2.534176744403281861e-02,3.005530097600589683e-03,1.943160352906234123e-02
1.105313626583986734e-02,3.547097051993036644e-04,-2.031083804958788361e-02,2.066755162610642987e-02,3.019916592517539466e-03
-8.551316283410225622e-03,-6.458974076243368528e-03,1.961533597871927340e-02,-1.248146440598255080e-02,-1.259691006829831775e-02
8.209048210383276161e-04,2.639448974439630082e-03,3.628575291364059818e-03,3.264991285980429190e-04,3.035159367630761718e-03
-1.028394562065354512e-03,9.005686532168543333e-05,3.786646600145775372e-03,-8.586867666481050234e-04,-2.261520241699872726e-03
-1.120456517165401358e-03,2.401849979845454945e-03,4.054671887385535856e-03,-3.429621702510308491e-03,-3.448323933132300696e-03
1.708260488608260262e-03,2.317139193856225955e-03,-5.171284460030692309e-03,2.902522429152686739e-03,-3.511087815802215253e-03
2.346855958373003041e-03,-1.680339289793562289e-03,-5.585560089676526452e-03,1.313942438937895640e-02,-6.999070174019526684e-03
2.353868963987348559e-03,2.013888425967566911e-03,-5.489505748097834106e-03,3.735864774027156370e-03,1.016558299466518989e-02
-7.995476286596385138e-04,3.129176931147448649e-03,3.425141982226390970e-03,-3.541268896414611136e-03,3.448268367923788651e-03
-1.121296455735534088e-03,-6.107001800868509453e-03,3.990770646399095095e-03,9.041168166943504628e-03,-1.077831536602814715e-02
-3.163548856131227077e-03,4.003278603796839113e-04,9.086299453365432807e-03,-7.975993090006154237e-03,-1.802807264181980782e-03
3.930969092005650797e-03,1.692080465033728859e-02,-8.092757193716727457e-03,-5.975453499994125457e-03,7.125455825771391527e-03
1.231326313580129693e-02,4.683849524157340273e-03,-2.652803539476463954e-02,1.276811939467991687e-02,1.286899799833158935e-02
5.604157132294984231e-03,2.920905753974694860e-03,-1.109746009105060452e-02,8.386169844882926383e-03,1.559453732705548285e-03
4.473179444565296772e-03,-1.952083785106994464e-03,-9.574218448047878971e-03,1.962769831122809089e-02,-9.887069887614634636e-03
5.886070858970349033e-03,5.515532356577125539e-03,-1.230214554188377094e-02,5.420210907835148161e-03,9.887734178376152844e-03
-5.975771248474298809e-03,-5.919828487344314452e-03,1.281900391944829423e-02,-2.260969555605833736e-03,-1.598560187559263171e-02
1.188697632675748787e-02,7.588035171125698600e-03,-2.496193786742634604e-02,8.273782876191519003e-03,1.730422219020791644e-02
-1.270336789646324752e-02,-8.304466483873292060e-03,2.803866573944663668e-02,-1.639981222297644606e-02,-1.936351010618249380e-02
3.300692323728261247e-03,-5.491766357676104368e-03,-4.465018762137788061e-03,2.428364318703094688e-02,-8.872309027979972604e-03
7.022125868103400517e-03,6.877953992211743341e-03,-1.378875124180080694e-02,3.895383725515764745e-03,8.468290470054415375e-03
1.287059528334680639e-02,1.168314957091207140e-02,-2.726035116502146735e-02,3.465060837751785753e-03,2.486505704024369323e-02
-1.120728312060998572e-02,-7.748636097644512853e-03,2.283936032647193234e-02,-1.616818533387644891e-02,-1.338720912034376334e-02
1.430881342055893672e-02,8.805630992485364780e-03,-2.965275693391456260e-02,7.323475044514739414e-03,9.893446609246393103e-03
-2.023329898158985479e-02,-1.508325215914937956e-02,3.996398827204231119e-02,-2.764628091640192881e-02,-3.340525386724785273e-02
-1.642678088839777395e-02,-1.355426524940193250e-02,3.431225294989095204e-02,-2.278460744612296682e-02,-2.107592331276481393e-02
-3.941473718121392563e-05,-1.769028162253830777e-03,4.139623969240289959e-04,3.958175957348626997e-03,1.065745685113968395e-02
-1.106070677066641264e-02,-1.269450384449090016e-02,2.270513364878252310e-02,-5.441149614646708689e-03,-1.600447540994408280e-02
-2.531238817946836889e-03,2.426446391857405808e-04,8.302856349003040828e-03,-5.460795338331751562e-03,2.875155170599444192e-03
-2.869147253911641989e-03,-5.758472811646234320e-03,8.831425977864517177e-03,5.907980662875017639e-04,-9.894056090585362159e-03
-1.530626375093235977e-03,3.420137883481770991e-03,4.807806009452853836e-03,-3.599287422939869384e-03,-5.918616139725440227e-03
-1.293004712948484132e-02,-9.917339964688211967e-03,2.538811103667654515e-02,-1.577113450865999175e-02,-2.104770399171599499e-02
1.001963715262366508e-03,-3.869584689190135648e-03,-2.110528710392800111e-03,1.398398302638977596e-02,-1.050969968823250653e-02
-1.439885936445398128e-03,3.533459065611315071e-03,4.411366700809811123e-03,-5.461803949344702994e-03,4.719240000838040988e-03
-1.345050069604549273e-02,-1.048695127691894914e-02,2.554250663290343754e-02,-1.670643856536864827e-02,-1.752943721818622444e-02
7.551297597332236843e-03,6.472200750077943335e-03,-1.314577032483214142e-02,5.437749352219627998e-03,1.216854550078606996e-02
6.592247208545450737e-03,5.246378302340279874e-03,-1.285978733835599699e-02,6.108611594841920414e-03,1.075630159720274322e-02
5.151133793549905054e-03,6.752989528311489215e-03,-7.976599701166873710e-03,2.249456870489115190e-03,1.496428643048250753e-02
-5.387819937296211420e-03,4.039130542138660287e-04,1.176690625421361429e-02,-1.158262991040139370e-02,1.428817269655715920e-03
-7.810051496980605253e-03,-7.183842640287419617e-03,1.855704370947553264e-02,-1.087487283829989028e-02,-1.493777048023706318e-02
8.516574488229511570e-04,-1.150668195396213405e-03,-1.793425958709465298e-03,5.774198890171586100e-03,-6.334598909001443005e-04
9.578428796697982485e-04,3.978754722283745762e-04,-2.015144521444529012e-03,3.218566839438938461e-03,1.669924185841629993e-02
2.906036338695437878e-03,3.157721141487448979e-03,-6.674575232120415202e-03,3.868906708448692586e-03,-9.865938138984087571e-04
8.463204700495321683e-03,3.299884167164675221e-03,-1.552809979953046274e-02,1.147326114270160076e-02,6.575003580202761107e-03
1.147223830843034642e-02,1.680339408248824468e-02,-2.260257325009878623e-02,-9.113744116451399100e-04,8.662713420281987001e-03
1.962674159809896842e-03,-5.110109952676070459e-04,-5.256720897641870872e-03,9.005598925967214438e-03,2.138771766866701032e-03
-2.654836859876726074e-03,-6.458967165409207518e-03,8.347472977210930109e-03,2.138241404647071853e-03,-1.168744257921138646e-02
-1.223762454034350161e-02,-7.360144891652292687e-03,2.426795940624078621e-02,-1.797394502224683790e-02,-1.666880957092043217e-02
6.370584142922213443e-03,5.555173175542868491e-03,-1.283327676459498912e-02,5.660570880549579617e-03,1.137410508770617806e-02
-6.698537530582800853e-03,4.106763836112265072e-04,1.530350206223372866e-02,-1.186996219572028326e-02,-1.200856875935431105e-02
1.099014456902623529e-03,-1.673362414836973436e-03,-2.141645976296114445e-03,8.412261295218397342e-03,4.232502841237657625e-04
-6.026909818413647181e-03,-5.457043385741666003e-03,1.278831436016448185e-02,-7.356040494864015539e-03,-6.918879973956391406e-03
-4.032324298580425466e-03,3.820879508024163759e-04,1.043310786955647766e-02,-9.541550583095918109e-03,-4.398530597861718787e-03
-1.263552692465254009e-03,-6.048510608966652059e-04,3.505172719463260644e-02,-3.402398440588370854e-04,-6.709667760672223015e-03
9.862323795009468076e-04,-2.194069178673898474e-03,-2.042999845516384107e-03,9.374123071905233334e-03,-8.393380219997021233e-03
1.258848555314043792e-02,3.283619887428390529e-03,-1.763293084079353007e-02,1.581406657268303803e-02,9.833974751077889653e-03
-3.033974677603609553e-03,-7.168013681483248294e-03,8.944211535913345473e-03,2.043424920607861059e-03,-1.266632536608592631e-02
-2.692451808857748360e-03,-2.177109487858836217e-03,8.361457732935942064e-03,-2.496269178314587233e-03,-3.353050295636477319e-03
8.755772954040289685e-03,2.986110446603779719e-03,-4.503299629032475951e-03,1.264109902851865037e-02,1.081475332490219703e-02
-1.782744908324034386e-02,-1.516918092345400336e-02,3.501169578082666961e-02,-2.426821992397706559e-02,-2.977634015824792355e-02
1.013444992119600296e-03,1.556607089228723151e-03,8.240710559654952638e-03,1.946595417473960315e-03,1.037692733273645751e-02
-5.825661689463447262e-04,3.002131117966916080e-03,2.695560070466484267e-03,-2.962136777199501133e-03,1.986346400817631461e-02
1.036707111744352046e-02,4.684722642140355317e-03,-1.912778600950677116e-02,1.112685422619429099e-02,1.057342021339441503e-02
1.058300500923210763e-03,-4.289558604768857995e-03,-2.327574135462137390e-03,1.545541300055664619e-02,-1.081034009574506453e-02
-6.053398195776629916e-04,-2.034745911895979864e-03,2.724731301197927912e-03,4.041452067216641172e-03,-1.193631836454177308e-02
-1.117866254669416456e-02,-9.776813742976467325e-03,2.282130579913256921e-02,-1.354624060216188391e-02,-1.318143437762957400e-02
-1.237534023057505067e-02,-6.683218957172223744e-03,2.490894666127658336e-02,-1.868228963914307650e-02,-1.574195243025108132e-02
-5.002802931060226950e-03,-6.532753100259280563e-03,1.170717570315453482e-02,-2.878521142311140073e-03,-1.432526859368131802e-02
5.086193585940108203e-03,1.137158375509262666e-02,-3.266958398623126623e-03,-4.518025589894964097e-04,1.486733885126568719e-02
-1.253811156731712666e-02,-1.278629373736732584e-02,2.530275275490588560e-02,-1.023172882743797821e-02,-2.097081376913698461e-02
3.712045778114813222e-03,4.730775470362416114e-03,-7.874836293641265458e-03,3.683002313945821053e-03,-1.665464557691597076e-03
1.053386024911186561e-02,5.011084662803158563e-03,-1.944438276966744400e-02,1.059108816054996072e-02,1.097389966556540711e-02
1.807228805990489110e-03,-1.352049817168650371e-03,-5.200976848273650491e-03,1.125779703250743592e-02,-2.745897832273546703e-03
-5.673862463552153262e-03,-4.284209918033860497e-03,1.197192576058760984e-02,-2.982941865645487821e-03,-1.514022680827851325e-02
-3.742910460898884063e-03,-6.061756419591579972e-03,9.729754786344916445e-03,-1.004580358456658379e-03,-1.285761570906530579e-02
2.332542697322787569e-03,1.663598016587961980e-03,-5.585789162276952151e-03,4.336201838438165715e-03,1.598709984152430624e-02
1.101096415363126205e-02,9.528612189579814193e-03,-1.954910711553518518e-02,5.474754717019840282e-03,1.066785182586018482e-02
-6.474394096020560929e-03,-5.068149117594068255e-03,1.419578715578969676e-02,-8.130024380131080711e-03,-1.402187008125879014e-02
-9.447680790311595647e-03,-7.549387473577969659e-03,2.117292914939722728e-02,-1.480318700761042335e-02,-1.523061839072325716e-02
5.583199705217455240e-03,2.328390265523620946e-03,-1.105785743248509541e-02,9.310442607700582934e-03,9.132684107048916894e-03
-9.471690333687213985e-04,2.393119743143393152e-03,2.284000816525673036e-02,-3.105679710090221510e-03,6.649570163373300612e-03
-1.103949786475784747e-02,-1.071285502618052679e-02,2.261922561773867593e-02,-1.082833050303984995e-02,-1.634437907500747508e-02
6.365333013815426162e-03,3.493090272650262954e-03,-1.283071614513836382e-02,8.331601783101291389e-03,1.369999598172551639e-03
-1.121094725585015028e-03,1.663877116194908750e-03,4.018636006323411322e-03,-2.714414992026401192e-03,-3.362296716761748773e-03
-6.171062707438152491e-04,6.322083192491562663e-03,2.729345398995990536e-03,-6.055074487242627888e-03,4.405466203247453832e-03
1.066544475080158892e-02,1.430438166043782695e-03,-1.850022946317481792e-02,1.749569113168648535e-02,1.611948399971961134e-03
3.994135062818957721e-03,8.241293031561429047e-03,4.147010220779182715e-03,7.359350579919068025e-04,1.224034475822014141e-02
-1.466897238386110540e-03,-5.813485849115032807e-03,4.497513914320488103e-03,6.763057087854269268e-03,-9.050933083010151425e-03
1.239316312952708395e-02,1.575076976184346458e-02,-2.619431291250765015e-02,6.998956065154656380e-04,1.226926286434118496e-02
9.016702556888125594e-03,1.247942752574953719e-02,-1.669591113783407132e-02,9.271316071765873124e-04,1.496019254161232333e-02
1.585314225302711030e-02,3.311603819578197612e-03,-3.609025722874883296e-02,1.653379467133958905e-02,1.019907169037554892e-02
1.567434274785353340e-02,1.506282018419044001e-02,-3.136142179555344300e-02,1.538606129179177209e-03,1.359447062777362214e-02
1.313564529350433503e-02,3.086804067141301483e-03,-2.501193130200499506e-02,1.644310512463781002e-02,3.479666455105846854e-03
-2.866408295100745900e-03,-5.178612603492037565e-03,8.919338218213073224e-03,-9.744001759963181000e-06,-4.902679219902831252e-03
4.714398757553406143e-03,5.391455606844135565e-03,-9.903470088278461952e-03,3.550039939125354798e-03,8.220608975900718651e-03
-6.240917957403815421e-03,-4.817267662822244216e-03,1.300938799208990748e-02,-8.450380323669308760e-03,-1.358863928547379696e-02
-7.082509137657339374e-03,4.877811391812004300e-04,1.552209224439995636e-02,-1.588981017286990316e-02,-3.562453697784228115e-03
4.984056106699111081e-03,9.267696943285241764e-04,-1.028294140630090468e-02,1.198290486116159598e-02,2.298594412342875280e-03
9.688101024641831288e-03,6.211165813824824633e-03,-1.762103353600375302e-02,7.444061034061401350e-03,1.053356888628874909e-02
-2.530188499942711416e-02,-1.957521825788419850e-02,4.398981951716728067e-02,3.253974078489174637e-02,-3.892848667058401713e-02
5.831492582414723840e-03,1.078962529972457996e-03,-1.199832595040409983e-02,1.348663984540167740e-02,1.250308521673297764e-03
1.108583252085707828e-02,6.033620321368887186e-03,-2.117397739374643831e-02,9.376509006863077700e-03,1.348150391911736440e-02
-1.282651184089325267e-03,-7.923522703868427636e-05,4.224964624355357669e-03,-1.089678856192068590e-03,-6.318994783927394873e-03
-6.394115603661756561e-03,-2.487568999438710075e-03,1.386391476172975888e-02,-1.099816838202919561e-02,-2.104047926374786291e-03
2.041155798433366957e-03,8.300516690357384944e-03,-5.236177875457807655e-03,-1.318750466358971883e-03,1.375898456461472491e-02
-2.076411268288281143e-03,7.467468209066947891e-04,7.309928799993317509e-03,-5.374493242824547948e-03,1.002132455000295623e-02
2.960080584511930527e-03,-1.171415904549215998e-03,-6.489546321567860564e-03,1.383102426416430580e-02,-3.210121554565033460e-03
-6.155539558659540089e-04,1.666477795705076457e-03,2.781142191378146306e-03,-1.954658681546465274e-03,4.364424905618378460e-03
-3.057342153319759885e-03,-6.006651557189144654e-03,9.153852418205030150e-03,2.917981931677178921e-04,-8.958502610452459547e-03
4.473416389142471743e-03,1.093671250702825566e-02,-9.581353165608975236e-03,-5.903358804499821188e-04,1.178773614991943282e-02
7.339755618356954723e-04,-1.842584859689959387e-03,-9.660259369037249794e-04,7.603828821390127765e-03,-1.016181626948257921e-02
-5.783263312208023615e-03,5.553360700005436479e-05,1.205416289647602383e-02,-1.166804977096130673e-02,1.770747251882678897e-02
8.047503262754334905e-03,4.673652183133739438e-03,-1.533186290137006878e-02,8.402757381100875098e-03,4.397898113064230632e-03
-7.612652897743938350e-03,-7.586338612304891448e-03,2.147382927083557949e-02,-9.462090021183653180e-03,-8.059457507487819902e-03
8.027849651433119349e-03,2.860807142217476444e-03,-1.512889736663893848e-02,1.229116772459095015e-02,9.806337602059204614e-03
8.083905631888725976e-03,3.454315322375560177e-03,1.182340382405545724e-02,1.063764580506096694e-02,3.701547260849286959e-03
-1.633126493713669925e-03,7.754388636358988153e-03,1.160377992996033079e-02,-8.172327980219466423e-03,-1.460576894828360874e-04
1.566541641342172192e-02,6.185478240118086335e-03,-3.379211577566658409e-02,1.477956561647754755e-02,-1.001113833958213123e-03
8.927636267518607172e-03,4.069168194854147318e-03,-7.946441395901776908e-03,1.399688788955213981e-02,-2.060532633331825254e-03
4.636170901124237083e-03,3.108134475576801274e-03,-9.199879255424758817e-03,6.648269187910236036e-03,3.221753142683331673e-03
-7.154316433088087719e-04,-8.855426429818944118e-04,2.958488610288572285e-03,6.463496505538561749e-04,1.873809790621589399e-04
5.178705361448505268e-03,8.223919735761874711e-03,-1.046832994442358465e-02,1.730938237652976299e-03,2.024038760813545376e-02
-7.025691560461178910e-03,-3.469844926684975857e-03,1.604262210464893479e-02,-5.490551674336326994e-03,-1.438807416986790343e-02
8.960917773806186329e-03,1.189982547741830037e-02,-1.651121302469013216e-02,1.419594726281075796e-03,1.256730361259185240e-02
-7.358320088473641399e-03,-7.019444388875190413e-03,1.684553028496721047e-02,-9.528404532699742691e-03,-9.889227556026544685e-03
2.046412469128047664e-03,5.440455771129982208e-03,-2.532434635063592933e-03,7.243871426737934086e-04,1.932240349752296568e-03
-3.525952094544057861e-04,-3.165918187935232685e-03,4.597848604838015475e-03,5.537861570121722227e-03,-1.788325764303356179e-03
-4.801162008574341201e-03,-2.533213250389859325e-03,1.830729296600901862e-02,-7.199751862768399152e-03,-4.165757131455890411e-03
1.660267548311072970e-03,9.213381742280880729e-04,-5.132992970686832412e-03,5.512078004303345991e-03,2.628134686160974245e-03
1.614562695655304830e-02,4.034033441661023962e-03,-3.778479050554502811e-02,1.536740030012784253e-02,9.370637282456300773e-03
6.463406886848568206e-03,3.175227983620171942e-03,-1.290791504185409035e-02,9.410139533604073778e-03,2.454118200566485566e-02
1.428438592308453993e-03,6.264333354123297927e-03,2.847743989286753361e-02,1.578663508707379775e-04,-8.188138661901570850e-04
5.173984076231671544e-03,3.476441584076823185e-03,-1.051579586524196627e-02,6.632833080285241434e-03,-4.411615624655170062e-04
-1.641192588031495023e-02,-1.657426677096167020e-02,3.406110218431349784e-02,-1.817583701130351392e-02,-2.986727136245945907e-02
-1.580125441952052318e-02,-1.503323832725308139e-02,3.152501066414054032e-02,-1.957017383780441586e-02,-2.822884497129196646e-02
-1.154775173993125188e-02,-2.037238240798397090e-03,2.299451410589884934e-02,-1.769926565773367183e-02,-1.560564438252145039e-02
-1.231274273091017939e-02,-1.045571448671016486e-02,2.536637708050849815e-02,-1.560385106396038925e-02,-1.951023811958468163e-02
6.901402622672826552e-03,7.855942556962083531e-03,-1.324226303389325170e-02,3.292942519042890790e-03,2.101599722351309499e-02
1.301593708766116825e-02,6.062800017729213196e-03,-2.888532873605650919e-02,1.121190824921106111e-02,2.456858160601262456e-02
1.320942728358648517e-02,2.199062373805038897e-03,-2.904302121123539943e-02,1.759599338371840502e-02,4.345305886776546986e-03
1.116144488146198453e-02,9.382370345436040135e-03,-1.899181251545003710e-02,5.598933207667742759e-03,1.732744559719391619e-02
-2.184162089212965917e-03,-5.095657692141239252e-03,7.490393140554312684e-03,1.432893465017081019e-03,-9.714077454313461632e-03
-9.320520944840177124e-03,-3.807744223446915544e-03,2.055705662342363627e-02,-1.649658022687183756e-02,-1.760095192779929485e-04
-1.162114432951655979e-02,-9.994167844924486260e-03,2.326639883008967472e-02,-1.533563327905013499e-02,-1.397552231181827496e-02
-1.517029749972385769e-04,-2.396478665083856974e-03,7.847484685124747356e-04,6.293303666469575799e-03,-9.544610122404774064e-03
2.528955731074335449e-03,6.211274247529437187e-03,8.942969440979232562e-03,1.143421594442610304e-03,1.006685310274140150e-03
8.499252333899030495e-03,3.657178394182033880e-03,-1.557006845572761998e-02,1.065055615639895481e-02,4.440261603675637291e-03
-1.768532121234508937e-03,3.621030602059847198e-03,6.177025513811976523e-03,-6.543833153846953174e-03,-4.165589320849299310e-03
-1.696164258656195425e-03,-7.933717806156634356e-04,6.501549413973395190e-03,-1.140350940478278632e-03,-8.819753233054672403e-03
1.428812963704423344e-02,4.325950432174102342e-03,-2.957074705842833648e-02,1.445272234181343984e-02,3.283097517399643974e-03
9.681643164760963746e-03,1.040496511624198692e-02,-8.321996391304285756e-03,3.005469123631856684e-03,1.801206184552873665e-02
3.359809262287068426e-03,9.018558720412486046e-03,-7.571611726326335674e-03,9.096096147997759576e-03,-4.241457022544806860e-03
5.867203942062234300e-03,5.830025196605059454e-03,-1.203327425623470018e-02,4.473716837177247642e-03,6.722929492636379491e-03
-8.989797429153380259e-03,-7.691507622951375585e-03,2.052204023254119644e-02,-1.178188933334706721e-02,-1.332831563998603322e-02
-7.862025633311368542e-03,-5.242085976493801244e-03,1.872779179076503389e-02,-1.168831638635040200e-02,-1.563093170828477180e-02
-4.729461876396806597e-03,-1.780710129028889588e-03,1.128327354926458512e-02,-8.079184638323643614e-03,-7.954490502131882773e-03
8.783897411235754363e-03,1.665612481738790911e-03,-1.587920513772812445e-02,1.529923572932578857e-02,6.642007633024972837e-03
-2.069951211381706405e-03,-2.040057610109454345e-03,7.284644189242597129e-03,-1.806365794855340932e-03,-5.519053140352571038e-03
5.680310374755877419e-03,4.680436071957042379e-03,-1.129189463190549171e-02,5.604347493281631662e-03,6.711265895886556893e-03
2.875479232750494454e-03,8.569269040393616421e-03,3.611181257782889592e-02,-5.291545448431582161e-04,1.400034547571565695e-02
-2.059525917731010094e-03,-3.314868980736785081e-03,9.047721324542384175e-03,1.546943420458069408e-04,-1.854020301362511395e-03
1.101570767936457633e-02,5.025467771982272853e-03,-2.013402045425021977e-02,1.116967135161828911e-02,4.151082442504355589e-03
